entity_id,date,mean_demand_kw,maximum_demand_kw,minimum_demand_kw,daily_energy_kwh,peak_time,load_factor,peak_to_average_ratio,standard_deviation_kw,coefficient_of_variation,is_complete_day
Portfolio,2024-07-29,735.8070588235292,880.08,665.28,9381.539999999997,14:00:00,0.8360683788104822,1.1960744184856646,71.4870083663911,0.09715455635977534,False
Portfolio,2024-07-30,715.2308333333334,896.64,668.48,17165.54,13:30:00,0.7976789272543422,1.253637229006486,65.35091748506942,0.09137038622971755,True
Portfolio,2024-07-31,732.3983333333334,867.44,656.48,17577.56,14:45:00,0.8443216053367765,1.1843828153623142,35.26678254217689,0.04815246149136998,True
Portfolio,2024-08-01,722.86,856.16,658.88,17348.64,23:00:00,0.8443048028405906,1.1844063857455107,50.485457374533006,0.06984126577004261,True
Portfolio,2024-08-02,749.6033333333334,830.56,644.56,17990.48,09:15:00,0.902527611892378,1.1079993418741467,34.488475532580495,0.04600896767523334,True
Portfolio,2024-08-03,656.4033333333333,834.64,633.84,15753.68,14:15:00,0.7864508450749225,1.2715352857237165,31.702067628623606,0.04829662803148005,True
Portfolio,2024-08-04,643.7891666666667,658.72,626.4,15450.94,09:45:00,0.9773335661080075,1.0231921164667004,6.762712577324924,0.0105045454746312,True
Portfolio,2024-08-05,698.4641666666666,879.2,639.44,16763.14,20:00:00,0.7944314907491659,1.2587617832935836,55.2352895523308,0.07908106412378225,True
Portfolio,2024-08-06,782.7225,876.08,664.24,18785.34,04:15:00,0.8934372431741393,1.119272794636669,47.63659126520727,0.060860127650868956,True
Portfolio,2024-08-07,742.5916666666666,882.16,663.12,17822.199999999997,15:45:00,0.8417879598561107,1.187947615894783,33.150213484004716,0.044641240902700746,True
Portfolio,2024-08-08,749.5866666666666,817.84,653.28,17990.079999999998,13:45:00,0.9165443933613745,1.0910546256603642,36.39649105894013,0.048555414173509136,True
Portfolio,2024-08-09,753.6225000000001,777.2,734.16,18086.940000000002,10:15:00,0.9696635357694288,1.0312855574243072,8.860619557760534,0.011757371306934883,True
Portfolio,2024-08-10,643.7191666666666,708.4,603.28,15449.259999999998,00:00:00,0.9086944758140411,1.100479893535354,24.656781694064865,0.03830363141390311,True
Portfolio,2024-08-11,576.9499999999999,620.8,545.04,13846.8,00:00:00,0.9293653350515464,1.0760031198544069,13.805253614780895,0.023927989626104335,True
Portfolio,2024-08-12,589.21,644.24,527.68,14141.04,14:45:00,0.9145815224140073,1.0933962424262995,23.618264475657508,0.04008462937773885,True
Portfolio,2024-08-13,580.4533333333334,632.8,528.48,13930.880000000001,12:30:00,0.9172777075431944,1.090182386180916,21.055882471809788,0.0362748928512366,True
Portfolio,2024-08-14,587.0524999999999,654.0,522.88,14089.259999999998,11:45:00,0.8976337920489295,1.114040056042688,29.682741432478377,0.050562328637521144,True
Portfolio,2024-08-15,600.205,651.44,544.88,14404.92,13:30:00,0.921351160505956,1.085362501145442,28.296517918567112,0.047144755406181404,True
Portfolio,2024-08-16,622.1,682.08,568.24,14930.4,13:45:00,0.91206310110251,1.096415367304292,26.309259046559013,0.042291044922936845,True
Portfolio,2024-08-17,652.0833333333334,783.76,580.24,15650.0,15:30:00,0.8319936375080808,1.2019322683706068,47.63225008037411,0.07304626210408809,True
Portfolio,2024-08-18,656.805,689.36,620.08,15763.32,17:30:00,0.9527750377161425,1.0495657006265178,15.956592961762498,0.024294262317982505,True
Portfolio,2024-08-19,659.875,729.68,586.4,15837.0,11:45:00,0.9043347768884992,1.105785186588369,39.9800132171327,0.060587252460136694,True
