entity_id,date,mean_demand_kw,maximum_demand_kw,minimum_demand_kw,daily_energy_kwh,peak_time,load_factor,peak_to_average_ratio,standard_deviation_kw,coefficient_of_variation,is_complete_day
B003,2025-06-01,194.01894736842104,274.08,167.91,4607.95,02:15:00,0.7078916643623068,1.4126455365184085,27.315255556450897,0.1407865361962931,False
B003,2025-06-02,194.74395833333332,275.45,169.61,4673.855,02:15:00,0.7070029345918799,1.4144212860689944,26.383025662611843,0.135475451399901,True
B003,2025-06-03,194.16385416666665,272.41,167.3,4659.9325,02:00:00,0.7127633132655432,1.4029902793656348,26.960465651522597,0.13885419491302553,True
B003,2025-06-04,193.41354166666665,272.04,168.99,4641.924999999999,02:00:00,0.7109746422094788,1.406519924384819,26.523512031449687,0.13713368672582874,True
B003,2025-06-05,194.03447916666664,270.51,169.24,4656.827499999999,02:00:00,0.7172913355020762,1.3941336671800706,26.396452746924425,0.13604001134381427,True
B003,2025-06-06,194.75531250000003,275.29,164.64,4674.1275000000005,02:00:00,0.7074550928112173,1.4135172821023816,26.431963662566023,0.13571883263808796,True
B003,2025-06-07,193.24968750000002,266.7,167.2,4637.992500000001,01:30:00,0.7245957536557931,1.3800798513581036,25.578107927766542,0.13235782297327928,True
B003,2025-06-08,193.85541666666666,281.21,164.45,4652.53,02:00:00,0.6893617462631723,1.450617191076683,27.02177281638551,0.13939137363826828,True
B003,2025-06-09,193.19729166666664,276.42,169.62,4636.735,02:00:00,0.6989266032366205,1.430765398497003,26.092680380325525,0.13505717474210036,True
B003,2025-06-10,193.759375,274.37,166.31,4650.225,02:15:00,0.7061973794511062,1.416034707998,27.63686492283736,0.1426349817800422,True
B003,2025-06-11,193.77052083333334,274.23,169.39,4650.492500000001,02:15:00,0.7065985517023423,1.4152307524418113,26.455457077880197,0.13652983417758974,True
B003,2025-06-12,194.08520833333333,274.02,165.67,4658.045,02:00:00,0.7082884765102304,1.4118541147627384,27.409342010158227,0.14122324027436348,True
B003,2025-06-13,194.51364583333336,272.46,169.98,4668.3275,01:45:00,0.7139163394015025,1.4007243493520964,26.474474225475202,0.13610599972075754,True
B003,2025-06-14,194.9853125,276.75,169.91,4679.6475,02:00:00,0.7045539747064137,1.419337674472276,27.306843790450273,0.14004564467105837,True
B003,2025-06-15,194.1955208333333,274.54,170.72,4660.692499999999,02:15:00,0.7073487318180712,1.4137298266298415,26.85875969506887,0.13830782285715115,True
B003,2025-06-16,193.89562499999997,268.75,168.95,4653.494999999999,01:30:00,0.7214720930232557,1.3860549973729426,26.070521720194975,0.13445647223961335,True
B003,2025-06-17,193.95458333333332,270.36,158.05,4654.91,01:45:00,0.717393783597179,1.3939345766083557,27.695667376026684,0.1427946011898491,True
B003,2025-06-18,194.85187499999998,275.94,162.96,4676.444999999999,02:15:00,0.7061385627310284,1.4161526544201848,27.649737804505392,0.1419013176265581,True
B003,2025-06-19,194.70677083333337,275.63,170.11,4672.962500000001,02:15:00,0.7064063085779246,1.4156158967678425,27.068570918465248,0.1390222374014698,True
B003,2025-06-20,195.16760416666668,276.53,166.11,4684.0225,02:15:00,0.7057737105076003,1.4168847395587871,28.253748656539894,0.14476659062951927,True
B003,2025-06-21,193.63614583333333,276.25,165.1,4647.2675,02:15:00,0.7009453242835596,1.4266447971845821,26.808984408012087,0.13845030994929602,True
B003,2025-06-22,211.24,211.24,211.24,52.81000000000001,00:00:00,1.0,1.0,,,False
