entity_id,date,mean_demand_kw,maximum_demand_kw,minimum_demand_kw,daily_energy_kwh,peak_time,load_factor,peak_to_average_ratio,standard_deviation_kw,coefficient_of_variation,is_complete_day
Academic,2025-06-01,49.36273684210524,80.07,29.14,1172.3649999999996,12:00:00,0.6164947775959192,1.6220737568931183,14.47865534209298,0.2933114383103457,False
Academic,2025-06-02,144.0525,362.43,91.09,3457.26,13:15:00,0.39746295836437384,2.5159577237465505,80.13162934230547,0.5562668425907601,True
Academic,2025-06-03,154.01510416666665,401.34,84.1,3696.3624999999997,13:00:00,0.38375219057822957,2.605848317095523,91.29713368412179,0.5927803911058299,True
Academic,2025-06-04,154.24354166666666,399.99,85.7,3701.845,13:00:00,0.38561849462903236,2.5932366157956372,92.0405292075086,0.5967220942476539,True
Academic,2025-06-05,142.3253125,352.67,86.97,3415.8075,13:00:00,0.4035651246207502,2.4779148122369308,75.0377937751248,0.5272273249013579,True
Academic,2025-06-06,144.18135416666667,362.7,88.52,3460.3525,13:30:00,0.3975223439941182,2.5155818662983034,79.75975985314362,0.5531905308709003,True
Academic,2025-06-07,47.647708333333334,77.79,22.83,1143.5450000000003,14:45:00,0.6125171401636885,1.632607374436511,13.307918535428973,0.2792981866479197,True
Academic,2025-06-08,45.9540625,72.58,29.34,1102.8975,14:45:00,0.6331504891154588,1.5794033443724371,10.808791702091892,0.23520862169893883,True
Academic,2025-06-09,148.81145833333332,387.73,88.51,3571.4749999999995,12:45:00,0.3838017649739079,2.605511728347532,87.19558115287563,0.5859466880403797,True
Academic,2025-06-10,145.40802083333332,369.43,86.59,3489.7925,12:45:00,0.3936010092123902,2.540643892151181,81.02929487952642,0.5572546439676955,True
Academic,2025-06-11,554.6466666666666,801.57,487.74,13311.52,13:15:00,0.6919503807111875,1.4451903313821413,91.8510725682059,0.16560285689665355,True
Academic,2025-06-12,154.43614583333334,393.64,89.43,3706.4675,13:15:00,0.3923283859194527,2.5488851581728422,92.22962030622884,0.5972022923037884,True
Academic,2025-06-13,149.1314583333333,389.66,83.57,3579.1549999999997,13:00:00,0.3827220097863094,2.612862533195685,87.76400517391322,0.5885009518095521,True
Academic,2025-06-14,53.90843749999999,96.72,26.44,1293.8025,14:30:00,0.557365979114971,1.7941532807364342,19.609661546134532,0.3637586703590609,True
Academic,2025-06-15,50.08979166666666,87.81,26.83,1202.155,12:00:00,0.570433796454466,1.753051811122526,17.125525422852633,0.341896519291159,True
Academic,2025-06-16,145.6078125,365.52,87.17,3494.5874999999996,13:30:00,0.39835798998686806,2.510304864308019,81.00081985554058,0.5562944629467639,True
Academic,2025-06-17,151.94822916666666,396.99,88.61,3646.7574999999997,13:15:00,0.38275077247957545,2.61266618358912,89.03284445398778,0.5859419681444973,True
Academic,2025-06-18,144.25614583333333,367.8,88.38,3462.1475,13:15:00,0.39221355582744244,2.549631406518642,82.19122271450172,0.5697588982410603,True
Academic,2025-06-19,154.24927083333333,395.6,86.0,3701.9825,13:00:00,0.3899122114088304,2.5646798708529825,92.31260067087598,0.5984637734243811,True
Academic,2025-06-20,147.6916666666667,392.29,87.86,3544.6000000000004,12:45:00,0.3764859330257378,2.6561417367262874,86.15682060139146,0.5833560047490252,True
Academic,2025-06-21,45.97187499999999,78.2,30.62,1103.3249999999998,11:45:00,0.5878756393861891,1.7010400380667532,12.74852580228706,0.27731141708462104,True
Academic,2025-06-22,42.39,42.39,42.39,10.5975,00:00:00,1.0,1.0,,,False
