entity_id,date,mean_demand_kw,maximum_demand_kw,minimum_demand_kw,daily_energy_kwh,peak_time,load_factor,peak_to_average_ratio,standard_deviation_kw,coefficient_of_variation,is_complete_day
AllMeters,2025-06-01,308.80673684210535,378.82,251.76999999999998,7334.160000000002,13:45:00,0.8151806579433646,1.2267219422537818,37.492471909395626,0.12141079658040536,False
AllMeters,2025-06-02,542.8460416666667,827.23,413.88,13028.305,17:00:00,0.6562214156482075,1.523875899435882,112.18140897182343,0.20665418988300951,True
AllMeters,2025-06-03,566.2085416666666,882.19,409.0,13589.005,17:00:00,0.641821536932709,1.558065509579252,134.93797467124367,0.23831850765452275,True
AllMeters,2025-06-04,569.1444270833334,889.3800000000001,406.3,13659.466250000001,16:45:00,0.6399339169796188,1.5626613521593495,138.05172130900374,0.24256008622709466,True
AllMeters,2025-06-05,536.5397916666666,823.47,425.31,12876.954999999998,17:00:00,0.6515596095384976,1.5347789908406144,105.76987299623816,0.19713332475804382,True
AllMeters,2025-06-06,446.5635995370371,717.75,263.03,10717.52638888889,08:45:00,0.6221715075402815,1.6072738591862574,137.757143458333,0.3084826967561822,True
AllMeters,2025-06-07,304.87635416666666,370.59999999999997,250.38,7317.032499999999,02:30:00,0.8226561094621335,1.2155747565696886,34.01347624939242,0.11156482221247727,True
AllMeters,2025-06-08,300.4351041666667,383.29999999999995,252.76000000000002,7210.4425,02:00:00,0.783811907557179,1.2758162900543202,29.572386621903732,0.09843186169582373,True
AllMeters,2025-06-09,552.4399999999999,831.01,413.68,13258.56,16:45:00,0.6647814105726766,1.5042538556223302,122.85243801535152,0.22238150390151246,True
AllMeters,2025-06-10,544.0410416666667,829.8000000000001,415.12,13056.985000000002,17:00:00,0.655629117458022,1.5252525755371549,112.46883667070361,0.2067285885751486,True
AllMeters,2025-06-11,968.2728125,1264.79,819.06,23238.5475,16:45:00,0.7655601423951802,1.3062331025637468,135.3325948811658,0.13976700898143393,True
AllMeters,2025-06-12,567.3378125,874.18,410.84000000000003,13616.107500000002,17:00:00,0.6489942717746918,1.5408456491695588,133.99214515236667,0.23617700459964788,True
AllMeters,2025-06-13,555.2394791666667,850.3199999999999,416.48999999999995,13325.747500000001,16:45:00,0.6529770899974912,1.5314472977969902,123.65784085527709,0.22271082207783466,True
AllMeters,2025-06-14,322.67343750000003,408.57,258.54999999999995,7744.1625,11:45:00,0.7897629231221089,1.2662027688597701,45.54467243275089,0.14114788247096072,True
AllMeters,2025-06-15,312.7786458333333,393.26,241.05,7506.6875,13:00:00,0.7953482322975469,1.2573108977828105,39.29800050142611,0.1256415712035737,True
AllMeters,2025-06-16,543.0838541666667,812.73,404.98,13034.0125,17:15:00,0.6682217392820083,1.496509229218554,112.4417842485125,0.20704313594637874,True
AllMeters,2025-06-17,559.5469791666666,842.89,404.61,13429.127499999999,16:45:00,0.6638434186746391,1.506379323600882,127.67866943080435,0.2281822155861805,True
AllMeters,2025-06-18,542.3058333333333,832.03,412.34000000000003,13015.34,17:00:00,0.6517863939200911,1.5342449755442424,112.70857924349734,0.20783213514544654,True
AllMeters,2025-06-19,567.94875,879.21,420.38,13630.77,16:45:00,0.6459762172859727,1.5480446078981598,135.65043774154836,0.23884274371859848,True
AllMeters,2025-06-20,551.8558333333333,832.61,413.21000000000004,13244.539999999999,17:00:00,0.6628023124071694,1.508745490594615,119.46100406379406,0.21647139859376452,True
AllMeters,2025-06-21,300.4690625,379.94,250.14999999999998,7211.257500000001,02:15:00,0.7908329275675107,1.2644895845142126,32.038556806912155,0.10662847129864544,True
AllMeters,2025-06-22,302.43,302.43,302.43,75.6075,00:00:00,1.0,1.0,,,False
