entity_id,date,mean_demand_kw,maximum_demand_kw,minimum_demand_kw,daily_energy_kwh,peak_time,load_factor,peak_to_average_ratio,standard_deviation_kw,coefficient_of_variation,is_complete_day
Administration,2025-06-01,65.42505263157895,112.41,38.68,1553.845,13:45:00,0.5820216407043765,1.7181491718929494,21.287116814741132,0.3253664453984161,False
Administration,2025-06-02,204.04958333333332,533.43,133.6,4897.19,17:00:00,0.3825236363409132,2.61421754107968,99.82863251241221,0.48923712992509855,True
Administration,2025-06-03,218.02958333333333,558.87,129.57,5232.71,17:00:00,0.3901257597175252,2.563276008034078,104.7792444987045,0.4805735207892102,True
Administration,2025-06-04,221.48734375,564.94,131.55,5315.69625,16:45:00,0.3920546319078132,2.550664929358972,106.11888492134194,0.47911940756814436,True
Administration,2025-06-05,200.17999999999998,527.73,131.33,4804.319999999999,17:00:00,0.3793227597445663,2.6362773503846544,100.68813109377835,0.5029879662992225,True
Administration,2025-06-06,184.50331349206354,437.47,126.28,2583.0463888888894,08:30:00,0.4217507794638799,2.371068528364494,75.47008499833669,0.409044605053031,False
Administration,2025-06-07,63.97895833333333,118.07,31.98,1535.495,13:30:00,0.5418731119957088,1.8454504899071635,20.64942744098128,0.32275341735632535,True
Administration,2025-06-08,60.62562499999999,107.01,33.94,1455.0149999999999,13:30:00,0.5665416783478179,1.7650952052040703,16.829942603179482,0.2776044387695712,True
Administration,2025-06-09,210.43125,539.31,134.33,5050.35,17:00:00,0.39018607109083836,2.5628798004098723,99.54465106833109,0.47305070453333853,True
Administration,2025-06-10,204.87364583333337,533.82,129.99,4916.967500000001,17:00:00,0.38378787949745863,2.6056059959721107,98.52220117548491,0.4808925070608332,True
Administration,2025-06-11,219.855625,550.48,137.26,5276.535,17:00:00,0.3993889423775614,2.503824953307426,103.46259615830152,0.47059335488142057,True
Administration,2025-06-12,218.81645833333334,555.8,130.42,5251.595,17:00:00,0.3936963985846228,2.5400283152070937,104.01579646207759,0.47535636603543535,True
Administration,2025-06-13,211.59437499999999,548.82,137.2,5078.264999999999,17:00:00,0.38554421303888337,2.593736246533019,101.26168736509537,0.4785651195363552,True
Administration,2025-06-14,73.77968750000001,136.45,35.14,1770.7125,12:45:00,0.540708592891169,1.8494250195895716,29.603742098206187,0.40124515434151414,True
Administration,2025-06-15,68.49333333333334,129.43,28.86,1643.8400000000001,13:00:00,0.5291920986891241,1.8896729608721043,24.68607673490066,0.36041575922085833,True
Administration,2025-06-16,203.58041666666668,516.83,131.92,4885.930000000001,17:15:00,0.3939020890170204,2.538701946200621,99.18116061469131,0.4871841910859532,True
Administration,2025-06-17,213.64416666666662,547.41,130.69,5127.46,17:00:00,0.39028181192646577,2.562251095084116,102.11868080730656,0.47798487738087825,True
Administration,2025-06-18,203.19781250000003,538.38,135.92,4876.7475,17:00:00,0.3774245189271519,2.6495363969530916,99.6078983256282,0.4902016271736596,True
Administration,2025-06-19,218.99270833333335,563.42,138.02,5255.825000000001,17:00:00,0.3886846550234876,2.572779725352347,104.89543740495672,0.47899054814780956,True
Administration,2025-06-20,208.99656249999998,540.23,133.7,5015.9175,17:00:00,0.3868658950817244,2.584875050277442,100.08810940290901,0.4788983522296402,True
Administration,2025-06-21,60.861041666666665,106.47,31.68,1460.665,14:45:00,0.5716262014338938,1.749394967360757,17.632132717475404,0.2897113199942558,True
Administration,2025-06-22,48.8,48.8,48.8,12.2,00:00:00,1.0,1.0,,,False
